prod_id,retailer,product_name,original_number_reviews,rating
919,mac,Makeup toolbelt,14,80
xlsImpprod6320683,ulta,bareMinerals Fit and Fabulous,13,88
xlsImpprod5230037,ulta,Naturally Beautiful Lash System - Barely There,13,76
xlsImpprod6490084,ulta,Telephoto 3-In-1 Face Brush,13,76
xlsImpprod10111972,ulta,Velvet Touch Primer,13,98
P381815,sephora,bareMinerals Matte Foundation Broad Spectrum SPF 15,13,86
P383552,sephora,Tonite Lights Glitter Dust,13,86
P394250,sephora,Extra Lash Sculpting Mascara,13,56
xlsImpprod2230275,ulta,Luxury Eye Defining Liquid Eye Liner,13,70
xlsImpprod11001527,ulta,Let Them Eat Cake Lipstick,13,90
P393961,sephora,The Foundation Brush,13,96
xlsImpprod6400540,ulta,Strip Lash - 12 Black/Brown,13,92
P385107,sephora,The Brow Liner,13,90
P376843,sephora,The Lipliner Precision Lipliner,13,76
P390375,sephora,Acne Solutions Powder Makeup,13,70
xlsImpprod5780148,ulta,bareMinerals Loud & Clear Lip Sheer,13,86
xlsImpprod11581473,ulta,Double Up Black Lashes #205,13,94
xlsImpprod6380049,ulta,Kurve Dual Foundation Compact,13,78
P397915,sephora,Velvet Shadow Stick,13,88
P390947,sephora,Perfect Reveal Lifting Foundation SPF 25,13,90
xlsImpprod3420107,ulta,Brow Set,13,94
P379547,sephora,On the Fringes Lace Lashes,13,76
xlsImpprod3650120,ulta,Color Design Sensational Effects Eye Shadow Smooth Hold,13,96
xlsImpprod11061176,ulta,Live Beauty Fully Small Shadow Brush #220,13,92
7106,ulta,Pefect Lip Pencil,13,98
P382242,sephora,MODSTER Light-Catching Eye Powder,13,74
32543,mac,Studio Sculpt Defining Powder,13,80
xlsImpprod5640292,ulta,Online Only HD Picture Perfect CC Cream Broad Spectrum SPF 20,13,90
xlsImpprod12511001,ulta,Skin Perfection Gel Plus Broad Spectrum SPF 30,13,84
P399232,sephora,Just Browsing Brush-On Styling Mousse,13,84
P383026,sephora,Soft Focus Brush,13,88
P395361,sephora,Purely Pure Organic Cotton Facial Pads,13,80
P393834,sephora,Shape & Shade Custom Contour Brush,13,52
xlsImpprod12011213,ulta,White Liquid Liner,13,50
P387108,sephora,Aqua Brow Kit,13,76
xlsImpprod5560027,ulta,Ultimate Performance Lip System,13,82
P378723,sephora,Pro Visionary Highlighting Fan Brush #122,13,74
xlsImpprod3650094,ulta,Definicils Precious Cells,13,90
xlsImpprod11061110,ulta,Live Beauty Fully Blending Concealer Brush #203,13,100
P382245,sephora,AMERICANA Ultra Lightweight Skin Perfecting Primer,13,76
xlsImpprod11861021,ulta,Sexy Boost Cat Eyes Liner,13,68
xlsImpprod11061128,ulta,Velvet Luxe Buffing Foundation Brush #301,13,86
29733,mac,Travel Case,13,100
P393852,sephora,Blush Pop™ Crème Blush,13,84
xlsImpprod6500281,ulta,Cool Lids Cream Eye Shadow,13,90
xlsImpprod12191291,ulta,Deluxe Demi 120 Lash Pack,13,88
P390962,sephora,Making Eyes Automatic Gel Eyeliner,13,88
xlsImpprod11061174,ulta,Live Beauty Fully Crème Gel Liner Brush #218,13,76
xlsImpprod5190153,ulta,Total Intensity Eyeshadow Trio,13,86
P387262,sephora,IllumniKate ™ Concealing Eye Cream,13,74
P382420,sephora,140 Small Highlighter Brush,13,90
P394174,sephora,Smoky Eye Baton,13,84
P390322,sephora,Diorific Vernis,13,84
xlsImpprod11911109,ulta,Luscious Lips Liquid Lipstick,13,84
P395536,sephora,Clean-Up Pencil,13,70
P390978,sephora,Rouge Artist Palette,13,64
P300602,sephora,Pure Cotton,13,88
P393524,sephora,Hydra-Mat Emulsion,13,64
xlsImpprod4370731,ulta,Set & Illuminate Baked Powder,13,82
P392601,sephora,Pure Color Envy Shine Sculpting Shine Lipstick,13,80
P385267,sephora,Party's Over Glitter Nail Polish Removal Kit,13,90
P395611,sephora,Mandarin Lip Butter Stick,13,72
xlsImpprod11061168,ulta,Airbrush Smokey Liner Brush #125,13,98
P382438,sephora,156 Large Flat Blush Brush,13,88
P399943,sephora,discover COMPLEXION RESCUE™ 3 Piece Introduction Collection,13,80
P377174,sephora,Secret Eyes Lengthening Mascara,13,84
1509,mac,227 Large Fluff Brush,13,100
xlsImpprod12531046,ulta,Intense i-Color Evening Sets,13,84
295,mac,316 Lip Brush,12,94
15758,mac,Half Lash Curler,12,70
22412,mac,Full Lash Curler,12,76
P398087,sephora,Shadow & Light Brow Contour Mousse,12,76
xlsImpprod12101055,ulta,Effaclar BB Blur,12,84
P396411,sephora,Addict It-Lash And Lipstick Set,12,76
xlsImpprod4270215,ulta,Soft Defining Lip Pencil,12,78
xlsImpprod5440073,ulta,Lashlites 335,12,84
xlsImpprod12261297,ulta,CC Cream broad spectrum SPF 30 Complexion Corrector,12,86
P396238,sephora,Diorshow Waterproof Pro Liner,12,76
xlsImpprod10921038,ulta,StyleLASH Mascara,12,96
xlsImpprod12711077,ulta,Liquid Lash Curler,12,94
P390339,sephora,Gold Star Prestige Pro Brush Set,12,78
xlsImpprod12441103,ulta,Correcting Concealer CC Brush,12,66
xlsImpprod11001299,ulta,Travel Size Eye Shadow,12,86
xlsImpprod11061158,ulta,Airbrush Angled Shadow Crease Brush #117,12,96
22393,mac,163 Flat Contour Brush,12,92
P390939,sephora,Fantastical Collection,12,64
P396527,sephora,Beautiful Finish Brush,12,76
P397381,sephora,Lipsurgence Skintuitive Lip Tint,12,74
P393358,sephora,Ice Cream Collection,12,76
P398989,sephora,Eye Colour - Wet & Dry Silk Shadow,12,100
xlsImpprod11951109,ulta,Bête Noire Possessed Lipstick,12,86
prod2102521,ulta,Brow Gel-Lash Primer,12,86
xlsImpprod12371013,ulta,bareMinerals Beautiful Finish Brush,12,82
P382508,sephora,Radiant Cream Compact Foundation - Empty Compact,12,86
P397386,sephora,Park Ave Princess Contour Palette Volume II,12,86
xlsImpprod6400526,ulta,Curvy #411,12,80
xlsImpprod11861041,ulta,BB All In 1 Cheek Lip Blam,12,60
xlsImpprod11851101,ulta,Eyeshadow Quads,12,86
P382311,sephora,Le Rose Révélateur Magic Lip Gloss,12,76
xlsImpprod6320483,ulta,Lipslicks Smoochies Sizzle Gloss,12,88
P388016,sephora,New York Marquee Collection,12,66
17324,mac,Turquatic Rollerball,12,70
xlsImpprod12781077,ulta,Salvation Intense Lip Lacquer,12,78
P392239,sephora,Menthol And Eucalyptus Lip Balm,12,88
P397868,sephora,Melted Liquified Long Wear Lipstick - Melted Rainbow,12,78
xlsImpprod11951111,ulta,Ice Queen Lipstick,12,86
P398607,sephora,ROUGE PUR COUTURE Kiss & Love Collectors Lipstick,12,96
P396093,sephora,BB Crème,12,94
xlsImpprod6400247,ulta,Classic Slant Tweezer,12,60
xlsImpprod6330242,ulta,Beauty Genius,12,86
xlsImpprod6400269,ulta,Sun Club All-In-One Bronzing Highlighter,12,92
xlsImpprod11201083,ulta,Dazzle & Shine,12,94
P391785,sephora,Sofia,12,78
P400749,sephora,Ecstasy Lacquer,12,100
23750,mac,False Lashes Waterproof,12,64
P386052,sephora,Contour Brush #21,12,68
xlsImpprod12221021,ulta,Ultimate Performance Dream Brow,12,96
P378022,sephora,Eye Priming Perfector™,12,90
P398540,sephora,hakuho-do + SEPHORA PRO Brush Collection,12,76
P397869,sephora,Brow Gellin Gel Eyebrow Styler,12,76
P391335,sephora,SU Easel Brush Set,12,84
xlsImpprod3650034,ulta,Bienfait Multi-Vital Teinte,12,90
P296208,sephora,Face Brush,12,96
4043,mac,Chromaline,12,96
xlsImpprod6400536,ulta,Strip Lash - 15 Black,12,76
P402131,sephora,Jem and The Holograms Collection,12,96
xlsImpprod4920001,ulta,ONLINE ONLY Skintone Evener BB Creme SPF 15,12,94
P392649,sephora,Bobbi's Browns Eye Palette,12,72
xlsImpprod12931197,ulta,Dreamy Cover Bare Faced Serum Foundation SPF 20,12,82
xlsImpprod5050017,ulta,Collection Chocolate Kohl Kajal Brown Liner,12,88
P398635,sephora,Pure Color Envy Liquid Lip Potion,12,94
4478,mac,Cleanse Off Oil / Tranquil,12,76
P382244,sephora,PUNKER Semi-Goth Lip Gloss,12,88
xlsImpprod6320740,ulta,Cream Blush,12,88
xlsImpprod6400514,ulta,Two Of A Kind Lash Twin Pack #33,12,86
288,mac,252 Large Shader Brush,12,88
xlsImpprod5500057,ulta,Flamed Out Shadow Pots,12,68
P393438,sephora,Eyes To Kill Stretch Lengthening Mascara,12,74
xlsImpprod12691013,ulta,Vegas Nay Shining Star Lashes,12,86
P377162,sephora,The Concealer Perfect Finish Concealer,12,86
xlsImpprod12531014,ulta,The Super Sizer Waterproof Mascara,12,74
xlsImpprod641069,ulta,Mineral Blush Brush,12,66
xlsImpprod6400480,ulta,Naturalites Natural Volume Twin Value Pack 035,12,90
P390801,sephora,Limited Edition The One Perfecting Brush,12,78
P391649,sephora,Detox It out: Charcoal Swabs,12,80
xlsImpprod11201005,ulta,Online Only Shanghai Nights Eye Shadow Palette,12,82
P393132,sephora,Prisme Quatuor,12,56
P388744,sephora,Quintessentially Travel Chic Shadow Palette,12,86
xlsImpprod6380019,ulta,Super BB All-in-1 Beauty Balm Compact Cream SPF 30,12,66
35470,mac,Eye Shadow x 9: Amber Times Nine,12,68
389,mac,129SH Powder/Blush Brush,12,76
833,mac,Foundation Pump,12,100
P382501,sephora,Superprimer Face Primer - Colour Corrects Sallowness,12,72
P396300,sephora,Fall in Line Brow Stencil Kit,12,76
P401659,sephora,The Contour Book The Art of Sculpting + Defining Volume II,12,100
25971,mac,159 Duo Fibre Blush Brush,12,88
xlsImpprod6470029,ulta,Chateau Cheeks Cream Blush,12,96
xlsImpprod11061100,ulta,Airbrush Blurring Powder Brush #126,12,82
xlsImpprod11061114,ulta,Live Beauty Fully Essential Kabuki Brush #207,12,88
xlsImpprod12391011,ulta,Cupid's Bow Pencil,11,80
xlsImpprod12531016,ulta,Outlast Stay Luminous Foundation,11,72
P394552,sephora,Loose Setting Powder,11,90
xlsImpprod5260113,ulta,No Foundation Foundation - Fair,11,78
xlsImpprod5640326,ulta,Wink Eye Shadow,11,78
xlsImpprod12441147,ulta,Natural Multipack 110,11,90
P397378,sephora,Chrysalis Palette Set,11,96
P398333,sephora,Call of the Wild: PRO Airbrush #55,11,100
4205,mac,214 Short Shader Brush,11,98
xlsImpprod6380023,ulta,Super CCC Correct + Conceal + Cover Concealer SPF 30,11,68
xlsImpprod6380025,ulta,Nude Wear Concealer Nude,11,56
xlsImpprod6400472,ulta,Naturalite Natural Texture Eyelashes Triple-pack 155,11,90
xlsImpprod3650158,ulta,Star Bronzer Natural Matte,11,88
P382112,sephora,Holograms,11,74
P382409,sephora,160 Blush Brush,11,90
P393429,sephora,Maestro Eraser,11,90
29221,mac,Mineralize Eye Shadow x4,11,70
287,mac,242 Shader Brush,11,94
xlsImpprod12191265,ulta,Nourishing Long Wear Eye Shadow,11,74
xlsImpprod10111974,ulta,Radiance Primer,11,68
P395633,sephora,Sephora Collection Berry Lip Kit,11,76
xlsImpprod12121081,ulta,Blooming Bright Convertible Color Trio,11,86
P392851,sephora,Retouching Powder,11,80
P396024,sephora,Brett Brow™ Dual-Tip Tweez,11,70
P399001,sephora,Bold Lash Mascara,11,80
P392458,sephora,Lip 20 Balm Ultra Hydrating Treatment +SPF,11,74
xlsImpprod11731001,ulta,Hope for Everywhere Concealer,11,66
6458,mac,Zuca Bag,11,96
P391349,sephora,Lashes Top To Bottom,11,90
P390662,sephora,Precision Makes Perfect Mini Airbrush Set,11,84
P395204,sephora,Brow Definer,11,98
P397902,sephora,Lash Stunner Extreme Lash Primer,11,90
P378020,sephora,Ultimate Crème Eyeliner,11,76
P393637,sephora,Spring Summer Mini Gel Effect collection,11,76
xlsImpprod5310307,ulta,Online Only Baked Cheek Duo,11,84
xlsImpprod6400534,ulta,Strip Lash - 16 Black/Brown,11,70
xlsImpprod5080001,ulta,Online Only Texas Liquid Eye Liner,11,66
xlsImpprod11061104,ulta,Airbrush Foundation Kabuki Brush #129,11,70
xlsImpprod6500032,ulta,Perversion Angled Brush,11,88
P393447,sephora,Hot Collection - Cheek Palette,11,86
P394179,sephora,Automatique Lip Crayon,11,76
xlsImpprod5050011,ulta,Collection Chocolate Glossy Brown Eyeliner,11,76
xlsImpprod5770307,ulta,Heavenly Luxe Angled Radiance Brush,11,88
xlsImpprod5440009,ulta,Haute Jersey Leopard Couture Palette,11,68
xlsImpprod6480268,ulta,Chachabalm Lip Hydrator,11,72
P394802,sephora,"Kiss Me, Honey Set",11,94
P394336,sephora,Terracotta Joli Teint Powder Duo,11,76
P385545,sephora,The Pressed Powder,11,84
P390501,sephora,Oxygen Smoothing Base Coat,11,84
P390424,sephora,Brow Pencil,11,82
P397432,sephora,Gold Edged Brush Set,11,84
P389035,sephora,Le Rouge Limited Edition Gold,11,90
xlsImpprod5260111,ulta,No Concealer Concealer,11,74
xlsImpprod10991400,ulta,Naked Skin Bronzing Beauty Balm,11,90
P379955,sephora,Pure Color Vivid Shine Lipstick,11,82
29731,mac,Mineralize Glass,11,86
xlsImpprod4760599,ulta,Lash Dash Faux Lashes - Gaze,11,74
35127,mac,Pro Longwear Powder / Pressed,11,88
xlsImpprod2230277,ulta,Luxury Eye Defining Powder,11,66
xlsImpprod12531022,ulta,Outlast Longwear + Moisture Lipstick,11,80
P387813,sephora,Dramatic Performance Longwear Lash Kit,11,64
P397925,sephora,Telluride Eye Palette,11,74
xlsImpprod11851077,ulta,Wake Me Up BB Cream,11,68
prod2102518,ulta,Concealer Brush,11,72
xlsImpprod10721025,ulta,Naturals No. 015,11,86
P393853,sephora,Glow Pop™ Crème Highlighter,11,66
xlsImpprod10111112,ulta,Three To Thrill Trio,11,74
37095,mac,196 Slanted Flat Top Foundation Brush,10,100
xlsImpprod11061160,ulta,Airbrush Brow/Lash Styler #118,10,94
xlsImpprod10111100,ulta,Amazonian Clay Brow Powder Brush,10,94
xlsImpprod11351039,ulta,Maracuja Bronzing Serum,10,70
xlsImpprod5420031,ulta,Moisture Rich Fluid Foundation,10,88
xlsImpprod5230035,ulta,Naturally Beautiful Lash System - Length,10,72
xlsImpprod11351243,ulta,Triple Line Ink Pen,10,72
593,mac,Paint Stick,10,98
fs690769,ulta,Professional Eye Detailer Brush - Medium,10,92
P389321,sephora,Merry & Bright Set,10,84
P379939,sephora,Pro Visionary Flawless Flat Powder Brush #120,10,98
P402113,sephora,Météorites Powder For The Face And Décolleté,10,92
xlsImpprod11911123,ulta,Mascara Resurrection,10,56
xlsImpprod10791929,ulta,Stay Matte Oil-Free Makeup,10,86
xlsImpprod11911115,ulta,Spackle Hydrating Under Make-up Primer,10,100
P393855,sephora,Skinny Shadow Stick™ Shimmer Eyeshadow,10,78
xlsImpprod5180443,ulta,Brow Gel,10,88
P398021,sephora,Blush Me,10,72
P393432,sephora,Sun Fabric Sheer Bronzer,10,98
xlsImpprod5250043,ulta,Lashlites 330,10,92
xlsImpprod10921054,ulta,Lowlight Sculpting Perfector,10,76
P392879,sephora,FRAME & DEFINE™ Brow Styler,10,88
P398019,sephora,Colorful Cheek Ink Gel,10,88
xlsImpprod11851135,ulta,Color Elixir Iridescent,10,76
P393431,sephora,Maestro Fusion Blush,10,78
P396816,sephora,Diorskin Nude Tan Healthy Glow Enhancing Powder Tye Dye Edition,10,86
17319,mac,Brush Canister / Large,10,80
xlsImpprod6400397,ulta,Metallic Lipstick,10,88
xlsImpprod11351239,ulta,Line & Style Ink Pen,10,80
xlsImpprod12191299,ulta,Individuals Medium Black Lashes,10,94
xlsImpprod12091187,ulta,bareMinerals Pop Of Passion Blush Balm,10,84
P399205,sephora,Dinoplatz Dear Brachiosaurus Blotting Paper,10,96
P382247,sephora,PUNKER Original Smoky Shadow,10,80
P400625,sephora,Luxe Lip Color,10,76
P391305,sephora,"Viseart Corrector, Contour, Camouflage HD Palette",10,94
P399249,sephora,Pefectionist Youth-Infusing Brightening Serum + Concealer,10,98
P393424,sephora,Phenomen'Eyes Waterproof  Mascara,10,76
P389560,sephora,Smoky Suede Eye Colour Palette,10,70
xlsImpprod5420035,ulta,Powder Blush,10,94
xlsImpprod11741071,ulta,bareMinerals Modern Pop Collection READY Eye Shadow 4.0 The Modern Icon,10,92
P400712,sephora,Real Cheeky Party Blushing Beauty Kit,10,86
15759,mac,Pro Performance Sponge,10,88
xlsImpprod12011155,ulta,Lengthening Eyelashes No. 35,10,92
275,mac,228 Mini Shader Brush,10,98
xlsImpprod10791923,ulta,Acne Solutions Liquid Makeup,10,72
P382432,sephora,150 Precision Blush Brush,10,76
P384985,sephora,Backstage Brushes - Kabuki Brush,10,82
xlsImpprod11351221,ulta,Volum' Express The Falsies Big Eyes Mascara Waterproof,10,52
P401103,sephora,Dong Gong Minn Jello Color Eyeshadow Palette,10,72
P393433,sephora,Cheek Fabric Sheer Blush,10,90
28063,mac,Eye Shadow x15: Cool Neutral,10,92
xlsImpprod12291869,ulta,Easy Cover Up,10,94
xlsImpprod5640296,ulta,Online Only HD Picture Perfect Eye Shadow Primer,10,94
P393445,sephora,Face Touch Up Palette,10,86
P394341,sephora,Brow Bar To Go,10,58
xlsImpprod5490039,ulta,Teint Visionnaire Skin Correcting Makeup Duo,10,92
xlsImpprod6010183,ulta,Baked 101,10,96
P385741,sephora,UV Protective Compact Foundation SPF 36  (Refill),10,90
P395526,sephora,Perfection Mist Airbrush Bronzer Face and Body,10,72
xlsImpprod11881021,ulta,Sculpt & Shade Custom Contour Brush,10,80
P382933,sephora,Double Wear Stay-In-Place Lip Pencil,10,78
xlsImpprod11061124,ulta,Live Beauty Fully Complexion Powder Brush #225,10,96
P400144,sephora,Blush & Glow Radiant Face Trio,10,86
P387953,sephora,Brow Liner,10,76
xlsImpprod5810059,ulta,Defining Mascara,10,66
P400588,sephora,Eye Colour - Wet & Dry Glow Shadow,10,92
xlsImpprod6470017,ulta,Crease-Less Concealer Line Smoothing Pen,10,82
P393811,sephora,Perfecting Stick Concealer,10,68
xlsImpprod5420029,ulta,Mattifying Compact Powder,10,82
P399018,sephora,Effortless Kohl Eyeliner,10,82
P390440,sephora,Ink Liner,10,48
xlsImpprod6481122,ulta,Color Design 5 Pan Eye Shadow Palette,10,90
xlsImpprod11911131,ulta,Nirvana Build Your Own Palette,10,92
xlsImpprod6400217,ulta,Precision Folding Razor,10,42
P391304,sephora,Viseart Lip Palette,10,76
P396724,sephora,LIP LOCKED Tint And Balm Lip Duo,10,82
P388537,sephora,Sizzling Six Set,10,76
xlsImpprod11851091,ulta,PhotoReady Kajal Eye Pencil,10,66
P385101,sephora,Sheer Eye Zone Corrector,10,84
P379943,sephora,Pure Color Gelée Powder EyeShadow,10,90
xlsImpprod6400512,ulta,Twin Pack #101,10,78
xlsImpprod11351205,ulta,Pressed Mineral Powder Foundation,10,88
P396615,sephora,Face & Body Bronzing Duo,10,98
P387692,sephora,Cheek Mélange,10,92
P382388,sephora,152 Medium Highlighter Brush,10,96
P386376,sephora,Moisture Surge CC Compact,10,76
xlsImpprod6400478,ulta,Naturalite Intense Eyelashes Triple-pack 140,9,94
xlsImpprod12291889,ulta,Travel Size Matte Tan TANtalizer Baked Bronzer,9,80
P391720,sephora,Cheek Color,9,82
P386650,sephora,The Art of Mascara Set,9,66
P379956,sephora,Pure Color Gloss,9,94
xlsImpprod2230215,ulta,Travel Luxury Kabuki Brush,9,80
xlsImpprod11301107,ulta,Loving Life Shadow Palette,9,72
P379944,sephora,Lash Primer Plus Full Treatment Formula,9,80
xlsImpprod5600045,ulta,Mini Lip Gloss Set,9,84
P380837,sephora,Perfect Matte Concealer,9,78
xlsImpprod10881210,ulta,Lip Liner Pencil,9,68
P397504,sephora,Pastel Persuasion™ Eyeshadow Palette,9,66
xlsImpprod12841019,ulta,Blurred Lines Smooth Fill Gel-Crème Lipstick,9,68
xlsImpprod11371005,ulta,Makeup Setting Spray,9,82
P390935,sephora,The Ciaté Daily,9,84
P300601,sephora,Make Up Sponge,9,72
xlsImpprod10921048,ulta,Online Only Mineral Blush,9,86
xlsImpprod10881222,ulta,Makeup Suede Color Palette,9,84
P387298,sephora,Brightening Blush,9,82
xlsImpprod11861051,ulta,Nude Wear Touch Of Glow Stick,9,68
xlsImpprod11641001,ulta,Limited Edition 24/7 Waterproof Liquid Eye Liner,9,94
P399002,sephora,Eye Colour Cream,9,88
P396814,sephora,Dior Ombre Effect Top Coat,9,72
xlsImpprod5660006,ulta,Professional Foam Spade Wedges 16ct,9,58
P244434,sephora,Advanced Hydro-Liquid Compact Case,9,88
P392602,sephora,Perfecting Loose Powder,9,88
P397428,sephora,Nail Colour- Scarabée,9,80
P390365,sephora,Gold Star Eye Brush Set,9,72
P399005,sephora,Complete Eye Palette,9,98
28043,mac,Linear 1 Brush,9,68
P396822,sephora,Boudoir Long Hair Finishing Powder Brush,9,96
prod2094054,ulta,Professional Bronzer Brush,9,84
xlsImpprod10521135,ulta,No7 Lift & Luminate Foundation Broad Spectrum SPF 15,9,84
xlsImpprod6400528,ulta,Curvy #410,9,78
P398996,sephora,Fresh Glow - Luminous Fluid Foundation,9,84
29730,mac,Prep + Prime CC Colour Correcting Loose,9,88
32211,mac,Prep + Prime Essential Oils,9,84
xlsImpprod5440049,ulta,Lash Accents 315,9,96
xlsImpprod10421037,ulta,Afterglow Illuminating Powder,9,82
P393604,sephora,Light Master Primer,9,80
P400534,sephora,Wonderful Dreams 8-Tone Eyeshadow Palette,9,86
xlsImpprod12531004,ulta,Big Mini Face Contour Brush Set,9,98
35752,mac,Dazzleshadow,9,98
xlsImpprod2230271,ulta,Perfect Lip Pencil,9,96
P399013,sephora,Face Contour - Effortless Contouring Pen Face & Eyes,9,80
xlsImpprod6380075,ulta,Glam Eyes Liquid Eye Liner,9,96
P394694,sephora,Radiant Tinted Lip Wip,9,86
xlsImpprod12871033,ulta,Travel Size Anti-Aging Face Primer,9,92
1233,mac,Blot Powder / Loose,9,98
xlsImpprod11061102,ulta,Airbrush Mega Powder Brush #127,9,100
22460,mac,35 Lash,9,98
P388788,sephora,Sport Waterproof Mascara,9,72
xlsImpprod11861029,ulta,Youthful Wear Spotless CC Cream,9,68
P394553,sephora,body.blender by beautyblender®,9,76
xlsImpprod6400464,ulta,Naturalite Superfull Eyelashes Twinpack 083,9,96
xlsImpprod4370737,ulta,One Step Illuminate,9,72
P382433,sephora,106 Medium Foundation Brush,9,96
prod1091092,ulta,Perfect Mascara,9,80
xlsImpprod12291885,ulta,Matte Tan TANtalizer Baked Bronzer,9,96
P396650,sephora,Shimmering Sands Eye Palette,9,52
P382538,sephora,Color At Every Turn Retractable,9,62
P388948,sephora,La Coquette Four Piece Favorites Collection,9,76
xlsImpprod5900359,ulta,Waterproof Eye Spackle Hues,9,78
xlsImpprod3650078,ulta,Hypnose Waterproof Mascara,9,92
xlsImpprod10141144,ulta,Skin Perfection Conceal,9,84
P395571,sephora,WATT A REAL Sexy Steal!,9,100
xlsImpprod12691015,ulta,Vegas Nay Grand Glamour Lashes,9,74
P390337,sephora,Swarovski Pro Airbrush #55,9,82
P399833,sephora,Shimmering Skin Perfector® Spotlights - Light & Lift Travel Pen,9,40
815,mac,318 Retractable Lip Brush,9,58
xlsImpprod5420023,ulta,Cream Deluxe Flawless Finish Foundation,9,68
P382786,sephora,Party Invite Clutch Brush Set,9,64
P394703,sephora,No Lipgloss Lipgloss,9,54
xlsImpprod5420037,ulta,Volumizing Mascara,9,56
35141,mac,Huggable Lipcolour,9,92
17329,mac,Duo-Image Compact Mirror,9,96
P398550,sephora,hakuho-do + SEPHORA PRO Angled Concealer Brush (Kusuriyubi),8,98
P393810,sephora,Veiled Rouge,8,80
P377411,sephora,Pure Cosmetic Pigment,8,76
P395726,sephora,Brow Pro Palette,8,92
P384635,sephora,Eyebrow Kit 4 Long-Lasting Powders Tailor-Made Shades,8,100
P386048,sephora,Cream Blending Brush #12,8,90
P382419,sephora,270 Angled Eyebrow Brush,8,72
P391664,sephora,Limited Edition Fusion Mono Eyeshadow,8,100
P382442,sephora,276 Eyelash Comb & Brush,8,92
P391400,sephora,Broad Spectrum SPF 50 Protective Face Base,8,80
P382387,sephora,200 Eye Fan Brush,8,96
413,mac,36 Lash,8,78
P397344,sephora,Operation Pore-Proof Kit,8,88
P398987,sephora,Lip & Cheek Bloom,8,86
P399009,sephora,Light Glow - Natural Blush,8,100
P399006,sephora,Autumn/Winter 2015 Runway Palette,8,56
P394340,sephora,Paper Pusher Stretch Fiber Lengthening Mascara,8,70
P399782,sephora,Melted Kisses & Sweet Cheeks,8,96
P398373,sephora,Double Exposure Travel Palette,8,76
xlsImpprod11581387,ulta,Black Cat Eyeliner Waterproof,8,100
P393404,sephora,Maestro Fusion Makeup Compact SPF 29,8,88
xlsImpprod12531026,ulta,"The Colossal Chaotic Lash Volum""Express Waterproof Mascara",8,60
xlsImpprod5220093,ulta,Essential Brush Set,8,68
xlsImpprod11351241,ulta,Colossal Ink Pen,8,58
xlsImpprod12691003,ulta,ScandalEyes XX-Treme Mascara,8,62
xlsImpprod6400520,ulta,Curvy #414,8,82
P380032,sephora,Take it Away LongWear Makeup Remover Towelettes,8,88
xlsImpprod11351255,ulta,Ultra Precision Slim Liner,8,76
xlsImpprod5560029,ulta,Perfect Prep Eye Primer,8,76
P382422,sephora,224 Silicone Applicator,8,86
xlsImpprod5190155,ulta,Flawless & Ready BB Beauty Balm SPF15 Broad Spectrum,8,78
P394921,sephora,Smoky Stretch Lengthening & Defining Mascara,8,86
xlsImpprod6490303,ulta,Makeup Primer,8,82
P396025,sephora,Brett Brow™ Arch-Control Gel,8,92
P396823,sephora,Brush-on Eyelash Glue,8,66
P379921,sephora,Light Coverage Powder Brush,8,68
P399156,sephora,Dior Addict Fluid Shadow,8,70
xlsImpprod12741023,ulta,Ultra Light Cleansing Oil,8,88
xlsImpprod12391031,ulta,"Lights, Camera, Lashes Double-Ended Mascara & Lash Primer",8,82
P389311,sephora,I've Gotta Be Me - 15th Anniversary Set,8,76
10157,mac,Palette,8,100
321,mac,Duo Adhesive,8,88
xlsImpprod5580027,ulta,Forbidden Fruit,8,88
xlsImpprod11611023,ulta,PhotoReady Primer Anti-shine Balm,8,58
xlsImpprod12011149,ulta,Brow Shapers,8,30
xlsImpprod6020447,ulta,Online Only Double-Lash,8,86
P400910,sephora,Contouring Stick,8,90
P388675,sephora,Sparkling Party Palette,8,80
32545,mac,Studio Sculpt Superblack Lash,8,100
P386290,sephora,Diorskin Nude Tan Matte Sun Powder,8,98
P390416,sephora,Cool Eye Palette,8,76
xlsImpprod11231061,ulta,Silver Screen Lipstick,8,76
xlsImpprod6480959,ulta,Bienfait Teinté Beauty Balm Sunscreen Broad Spectrum SPF 30,8,90
P396821,sephora,Boudoir Short Hair Contour Brush,8,92
xlsImpprod6340111,ulta,Double-Ended Camouflage Tool,8,90
814,mac,212 Flat Definer Brush,8,100
xlsImpprod12091235,ulta,Queen Bee Lipstick,8,70
xlsImpprod10141136,ulta,Cheek Perfection Gel,8,98
xlsImpprod11061140,ulta,Velvet Luxe Flawless Face Brush #311,8,100
xlsImpprod10111451,ulta,Brush iQ Powder Brush,8,100
xlsImpprod6500289,ulta,Baked imPRESSions Bronzer,8,92
xlsImpprod11061138,ulta,Velvet Luxe Precision Complexion Brush #310,8,92
xlsImpprod12931219,ulta,Air Patrol BB Cream Eyelid Primer,8,68
P388950,sephora,Lash Lengthening Mascara,8,72
xlsImpprod5120103,ulta,Beauty-To-Go Makeup Remover Wipes,8,68
P392640,sephora,All Eye Need Skinny SmolderEYES Set,8,76
P399953,sephora,Beautifully Blushed & Bronzed Set,8,66
xlsImpprod5050015,ulta,Collection Chocolate Satin Finish Brown Liner,8,86
xlsImpprod11061122,ulta,Live Beauty Fully Highlight & Blending Brush #223,8,100
